# emoji-zwj-sequences.txt
# Date: 2025-01-08, 04:57:12 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Emoji ZWJ Sequences for UTS #51
# Version: 17.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field :RGI_Emoji_ZWJ_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# For the purpose of regular expressions, the above type field defines the name of
# a binary property of strings. The short name of the property is the same as the long name.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# RGI_Emoji_ZWJ_Sequence: Family

1F468 200D 2764 FE0F 200D 1F468             ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: man, man                                    # E2.0   [1] (👨‍❤️‍👨)
1F3CA 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man swimming: dark skin tone                                   # E4.0   [1] (🏊🏿‍♂️)
1F3CB 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman lifting weights: light skin tone                         # E4.0   [1] (🏋🏻‍♀️)
1F3CB 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man lifting weights: light skin tone                           # E4.0   [1] (🏋🏻‍♂️)
1F3CB 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman lifting weights: medium-light skin tone                  # E4.0   [1] (🏋🏼‍♀️)
1F3CB 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man lifting weights: medium-light skin tone                    # E4.0   [1] (🏋🏼‍♂️)
1F3CB 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman lifting weights: medium skin tone                        # E4.0   [1] (🏋🏽‍♀️)
1F3CB 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man lifting weights: medium skin tone                          # E4.0   [1] (🏋🏽‍♂️)
1F3CB 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman lifting weights: medium-dark skin tone                   # E4.0   [1] (🏋🏾‍♀️)
1F3CB 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man lifting weights: medium-dark skin tone                     # E4.0   [1] (🏋🏾‍♂️)
1F3CB 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman lifting weights: dark skin tone                          # E4.0   [1] (🏋🏿‍♀️)
1F3CB 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man lifting weights: dark skin tone                            # E4.0   [1] (🏋🏿‍♂️)
1F3CB FE0F 200D 2640 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; woman lifting weights                                          # E4.0   [1] (🏋️‍♀️)
1F3CB FE0F 200D 2642 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; man lifting weights                                            # E4.0   [1] (🏋️‍♂️)
1F3CC 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman golfing: light skin tone                                 # E4.0   [1] (🏌🏻‍♀️)
1F3CC 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man golfing: light skin tone                                   # E4.0   [1] (🏌🏻‍♂️)
1F3CC 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman golfing: medium-light skin tone                          # E4.0   [1] (🏌🏼‍♀️)
1F3CC 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man golfing: medium-light skin tone                            # E4.0   [1] (🏌🏼‍♂️)
1F3CC 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman golfing: medium skin tone                                # E4.0   [1] (🏌🏽‍♀️)
1F3CC 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man golfing: medium skin tone                                  # E4.0   [1] (🏌🏽‍♂️)
1F3CC 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman golfing: medium-dark skin tone                           # E4.0   [1] (🏌🏾‍♀️)
1F3CC 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man golfing: medium-dark skin tone                             # E4.0   [1] (🏌🏾‍♂️)
1F3CC 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman golfing: dark skin tone                                  # E4.0   [1] (🏌🏿‍♀️)
1F3CC 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man golfing: dark skin tone                                    # E4.0   [1] (🏌🏿‍♂️)
1F3CC FE0F 200D 2640 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; woman golfing                                                  # E4.0   [1] (🏌️‍♀️)
1F3CC FE0F 200D 2642 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; man golfing                                                    # E4.0   [1] (🏌️‍♂️)
1F46E 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman police officer                                           # E4.0   [1] (👮‍♀️)
1F46E 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man police officer                                             # E4.0   [1] (👮‍♂️)
1F46E 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman police officer: light skin tone                          # E4.0   [1] (👮🏻‍♀️)
1F46E 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man police officer: light skin tone                            # E4.0   [1] (👮🏻‍♂️)
1F46E 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman police officer: medium-light skin tone                   # E4.0   [1] (👮🏼‍♀️)
1F46E 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man police officer: medium-light skin tone                     # E4.0   [1] (👮🏼‍♂️)
1F46E 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman police officer: medium skin tone                         # E4.0   [1] (👮🏽‍♀️)
1F46E 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man police officer: medium skin tone                           # E4.0   [1] (👮🏽‍♂️)
1F46E 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman police officer: medium-dark skin tone                    # E4.0   [1] (👮🏾‍♀️)
1F46E 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man police officer: medium-dark skin tone                      # E4.0   [1] (👮🏾‍♂️)
1F46E 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman police officer: dark skin tone                           # E4.0   [1] (👮🏿‍♀️)
1F46E 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man police officer: dark skin tone                             # E4.0   [1] (👮🏿‍♂️)
1F46F 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears                                          # E4.0   [1] (👯‍♀️)
1F46F 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; men with bunny ears                                            # E4.0   [1] (👯‍♂️)
1F46F 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: light skin tone                         # E17.0  [1] (👯🏻‍♀️)
1F46F 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; men with bunny ears: light skin tone                           # E17.0  [1] (👯🏻‍♂️)
1F46F 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: medium-light skin tone                  # E17.0  [1] (👯🏼‍♀️)
1F46F 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; men with bunny ears: medium-light skin tone                    # E17.0  [1] (👯🏼‍♂️)
1F46F 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: medium skin tone                        # E17.0  [1] (👯🏽‍♀️)
1F46F 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; men with bunny ears: medium skin tone                          # E17.0  [1] (👯🏽‍♂️)
1F46F 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: medium-dark skin tone                   # E17.0  [1] (👯🏾‍♀️)
1F46F 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; men with bunny ears: medium-dark skin tone                     # E17.0  [1] (👯🏾‍♂️)
1F46F 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: dark skin tone                          # E17.0  [1] (👯🏿‍♀️)
1F46F 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; men with bunny ears: dark skin tone                            # E17.0  [1] (👯🏿‍♂️)
1F470 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman with veil                                                # E13.0  [1] (👰‍♀️)
1F470 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man with veil                                                  # E13.0  [1] (👰‍♂️)
1F470 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman with veil: light skin tone                               # E13.0  [1] (👰🏻‍♀️)
1F470 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man with veil: light skin tone                                 # E13.0  [1] (👰🏻‍♂️)
1F470 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman with veil: medium-light skin tone                        # E13.0  [1] (👰🏼‍♀️)
1F470 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man with veil: medium-light skin tone                          # E13.0  [1] (👰🏼‍♂️)
1F470 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman with veil: medium skin tone                              # E13.0  [1] (👰🏽‍♀️)
1F470 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man with veil: medium skin tone                                # E13.0  [1] (👰🏽‍♂️)
1F470 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman with veil: medium-dark skin tone                         # E13.0  [1] (👰🏾‍♀️)
1F470 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man with veil: medium-dark skin tone                           # E13.0  [1] (👰🏾‍♂️)
1F470 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman with veil: dark skin tone                                # E13.0  [1] (👰🏿‍♀️)
1F470 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man with veil: dark skin tone                                  # E13.0  [1] (👰🏿‍♂️)
1F471 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman: blond hair                                              # E4.0   [1] (👱‍♀️)
1F471 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man: blond hair                                                # E4.0   [1] (👱‍♂️)
1F471 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman: light skin tone, blond hair                             # E4.0   [1] (👱🏻‍♀️)
1F471 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man: light skin tone, blond hair                               # E4.0   [1] (👱🏻‍♂️)
1F471 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-light skin tone, blond hair                      # E4.0   [1] (👱🏼‍♀️)
1F471 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man: medium-light skin tone, blond hair                        # E4.0   [1] (👱🏼‍♂️)
1F471 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman: medium skin tone, blond hair                            # E4.0   [1] (👱🏽‍♀️)
1F471 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man: medium skin tone, blond hair                              # E4.0   [1] (👱🏽‍♂️)
1F471 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-dark skin tone, blond hair                       # E4.0   [1] (👱🏾‍♀️)
1F471 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man: medium-dark skin tone, blond hair                         # E4.0   [1] (👱🏾‍♂️)
1F471 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman: dark skin tone, blond hair                              # E4.0   [1] (👱🏿‍♀️)
1F471 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man: dark skin tone, blond hair                                # E4.0   [1] (👱🏿‍♂️)
1F473 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman wearing turban                                           # E4.0   [1] (👳‍♀️)
1F473 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man wearing turban                                             # E4.0   [1] (👳‍♂️)
1F473 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman wearing turban: light skin tone                          # E4.0   [1] (👳🏻‍♀️)
1F473 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man wearing turban: light skin tone                            # E4.0   [1] (👳🏻‍♂️)
1F473 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman wearing turban: medium-light skin tone                   # E4.0   [1] (👳🏼‍♀️)
1F473 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man wearing turban: medium-light skin tone                     # E4.0   [1] (👳🏼‍♂️)
1F473 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman wearing turban: medium skin tone                         # E4.0   [1] (👳🏽‍♀️)
1F473 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man wearing turban: medium skin tone                           # E4.0   [1] (👳🏽‍♂️)
1F473 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman wearing turban: medium-dark skin tone                    # E4.0   [1] (👳🏾‍♀️)
1F473 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man wearing turban: medium-dark skin tone                      # E4.0   [1] (👳🏾‍♂️)
1F473 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman wearing turban: dark skin tone                           # E4.0   [1] (👳🏿‍♀️)
1F473 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man wearing turban: dark skin tone                             # E4.0   [1] (👳🏿‍♂️)
1F477 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman construction worker                                      # E4.0   [1] (👷‍♀️)
1F477 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man construction worker                                        # E4.0   [1] (👷‍♂️)
1F477 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman construction worker: light skin tone                     # E4.0   [1] (👷🏻‍♀️)
1F477 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man construction worker: light skin tone                       # E4.0   [1] (👷🏻‍♂️)
1F477 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman construction worker: medium-light skin tone              # E4.0   [1] (👷🏼‍♀️)
1F477 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man construction worker: medium-light skin tone                # E4.0   [1] (👷🏼‍♂️)
1F477 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman construction worker: medium skin tone                    # E4.0   [1] (👷🏽‍♀️)
1F477 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man construction worker: medium skin tone                      # E4.0   [1] (👷🏽‍♂️)
1F477 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman construction worker: medium-dark skin tone               # E4.0   [1] (👷🏾‍♀️)
1F477 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man construction worker: medium-dark skin tone                 # E4.0   [1] (👷🏾‍♂️)
1F477 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman construction worker: dark skin tone                      # E4.0   [1] (👷🏿‍♀️)
1F477 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man construction worker: dark skin tone                        # E4.0   [1] (👷🏿‍♂️)
1F481 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman tipping hand                                             # E4.0   [1] (💁‍♀️)
1F481 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man tipping hand                                               # E4.0   [1] (💁‍♂️)
1F481 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman tipping hand: light skin tone                            # E4.0   [1] (💁🏻‍♀️)
1F481 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man tipping hand: light skin tone                              # E4.0   [1] (💁🏻‍♂️)
1F481 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman tipping hand: medium-light skin tone                     # E4.0   [1] (💁🏼‍♀️)
1F481 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man tipping hand: medium-light skin tone                       # E4.0   [1] (💁🏼‍♂️)
1F481 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman tipping hand: medium skin tone                           # E4.0   [1] (💁🏽‍♀️)
1F481 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man tipping hand: medium skin tone                             # E4.0   [1] (💁🏽‍♂️)
1F481 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman tipping hand: medium-dark skin tone                      # E4.0   [1] (💁🏾‍♀️)
1F481 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man tipping hand: medium-dark skin tone                        # E4.0   [1] (💁🏾‍♂️)
1F481 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman tipping hand: dark skin tone                             # E4.0   [1] (💁🏿‍♀️)
1F481 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man tipping hand: dark skin tone                               # E4.0   [1] (💁🏿‍♂️)
1F482 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman guard                                                    # E4.0   [1] (💂‍♀️)
1F482 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man guard                                                      # E4.0   [1] (💂‍♂️)
1F482 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman guard: light skin tone                                   # E4.0   [1] (💂🏻‍♀️)
1F482 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man guard: light skin tone                                     # E4.0   [1] (💂🏻‍♂️)
